id;description;title;device_id
7981;Intel UHD Graphics 630;Видеокарта:;1158
7982;8192;Объем оперативной памяти (Мб):;1158
7983;DDR4;Тип оперативной памяти:;1158
7984;Windows 10 Professional;Операционная система:;1158
7985;ПК;Тип:;1158
7986;256;Объем SSD (Гб):;1158
7987;Китай;Страна-производитель:;1158
7988;Intel Core i3;Тип процессора:;1159
7989;Intel UHD Graphics 630;Видеокарта:;1159
13548;да;Гриль:;1970
7990;4096;Объем оперативной памяти (Мб):;1159
7991;DDR4;Тип оперативной памяти:;1159
7992;Linux OS;Операционная система:;1159
7993;ПК;Тип:;1159
7994;128;Объем SSD (Гб):;1159
7995;Китай;Страна-производитель:;1159
7996;Intel Core i5;Тип процессора:;1160
7997;Intel UHD Graphics 630;Видеокарта:;1160
7998;8000;Объем оперативной памяти (Мб):;1160
7999;DDR4;Тип оперативной памяти:;1160
8000;Windows 10 Professional;Операционная система:;1160
8001;настольный компьютер;Тип:;1160
8002;512;Объем SSD (Гб):;1160
8003;Китай;Страна-производитель:;1160
8004;Intel Core i3;Тип процессора:;1161
8005;Intel UHD Graphics 630;Видеокарта:;1161
8006;8000;Объем оперативной памяти (Мб):;1161
8007;DDR4;Тип оперативной памяти:;1161
8008;Linux OS;Операционная система:;1161
8009;настольный компьютер;Тип:;1161
8010;256;Объем SSD (Гб):;1161
8011;Китай;Страна-производитель:;1161
8012;Intel Core i5;Тип процессора:;1162
8013;Intel UHD Graphics 630;Видеокарта:;1162
8014;16384;Объем оперативной памяти (Мб):;1162
8015;DDR4;Тип оперативной памяти:;1162
8016;Windows 10 Professional;Операционная система:;1162
8017;ПК;Тип:;1162
8018;256;Объем SSD (Гб):;1162
8019;Китай;Страна-производитель:;1162
8020;Intel Core i3;Тип процессора:;1163
8021;Intel UHD Graphics 630;Видеокарта:;1163
8022;8192;Объем оперативной памяти (Мб):;1163
8023;DDR4;Тип оперативной памяти:;1163
8024;Linux OS;Операционная система:;1163
8025;ПК;Тип:;1163
8026;256;Объем SSD (Гб):;1163
8027;Китай;Страна-производитель:;1163
8028;Intel Core i7;Тип процессора:;1164
8029;NVIDIA GeForce GT 730;Видеокарта:;1164
8030;8192;Объем оперативной памяти (Мб):;1164
8031;DDR4;Тип оперативной памяти:;1164
8032;Windows 10 Professional;Операционная система:;1164
8033;ПК;Тип:;1164
8034;512;Объем SSD (Гб):;1164
8035;Китай;Страна-производитель:;1164
8036;Intel Core i5;Тип процессора:;1165
8037;Intel UHD Graphics 630;Видеокарта:;1165
8038;4096;Объем оперативной памяти (Мб):;1165
8039;DDR4;Тип оперативной памяти:;1165
8040;Windows 10 Professional;Операционная система:;1165
8041;настольный компьютер;Тип:;1165
8042;512;Объем SSD (Гб):;1165
8043;Китай;Страна-производитель:;1165
8044;Intel Core i3;Тип процессора:;1166
8045;Intel UHD Graphics 630;Видеокарта:;1166
8046;8192;Объем оперативной памяти (Мб):;1166
8047;DDR4;Тип оперативной памяти:;1166
8048;Linux OS;Операционная система:;1166
8049;настольный компьютер;Тип:;1166
8050;256;Объем SSD (Гб):;1166
8051;1000;Объем HDD (Гб):;1166
8052;Китай;Страна-производитель:;1166
8053;Intel Core i5;Тип процессора:;1167
8054;Intel UHD Graphics 630;Видеокарта:;1167
8055;8192;Объем оперативной памяти (Мб):;1167
8056;DDR4;Тип оперативной памяти:;1167
8057;Windows 10 Professional;Операционная система:;1167
8058;ПК;Тип:;1167
8059;256;Объем SSD (Гб):;1167
8060;Китай;Страна-производитель:;1167
8061;Intel Core i5;Тип процессора:;1168
8062;Intel UHD Graphics 630;Видеокарта:;1168
8063;8000;Объем оперативной памяти (Мб):;1168
8064;DDR4;Тип оперативной памяти:;1168
8065;Linux OS;Операционная система:;1168
8066;настольный компьютер;Тип:;1168
8067;256;Объем SSD (Гб):;1168
8068;Китай;Страна-производитель:;1168
8069;Intel Core i3;Тип процессора:;1169
8070;Intel UHD Graphics 630;Видеокарта:;1169
8071;8192;Объем оперативной памяти (Мб):;1169
8072;DDR4;Тип оперативной памяти:;1169
8073;Windows 10 Professional;Операционная система:;1169
8074;ПК;Тип:;1169
8075;256;Объем SSD (Гб):;1169
8076;Китай;Страна-производитель:;1169
8077;Intel Core i3;Тип процессора:;1170
8078;Intel UHD Graphics 630;Видеокарта:;1170
8079;4096;Объем оперативной памяти (Мб):;1170
8080;DDR4;Тип оперативной памяти:;1170
8081;Linux OS;Операционная система:;1170
8082;ПК;Тип:;1170
8083;256;Объем SSD (Гб):;1170
8084;Китай;Страна-производитель:;1170
8085;Intel Core i5;Тип процессора:;1171
8086;Intel UHD Graphics 630;Видеокарта:;1171
8087;8000;Объем оперативной памяти (Мб):;1171
8088;DDR4;Тип оперативной памяти:;1171
8089;Windows 10 Professional;Операционная система:;1171
8090;настольный компьютер;Тип:;1171
8091;1000;Объем HDD (Гб):;1171
8092;Китай;Страна-производитель:;1171
8093;Intel Core i3;Тип процессора:;1172
8094;Intel UHD Graphics 630;Видеокарта:;1172
8095;4096;Объем оперативной памяти (Мб):;1172
8096;DDR4;Тип оперативной памяти:;1172
8097;Windows 10 Professional;Операционная система:;1172
8098;настольный компьютер;Тип:;1172
8099;256;Объем SSD (Гб):;1172
8100;Китай;Страна-производитель:;1172
8101;Intel Core i3;Тип процессора:;1173
8102;Intel UHD Graphics 630;Видеокарта:;1173
8103;8192;Объем оперативной памяти (Мб):;1173
8104;DDR4;Тип оперативной памяти:;1173
8105;Windows 10 Professional;Операционная система:;1173
8106;настольный компьютер;Тип:;1173
8107;256;Объем SSD (Гб):;1173
8108;1000;Объем HDD (Гб):;1173
8109;Китай;Страна-производитель:;1173
8110;Intel Core i3;Тип процессора:;1174
8111;Intel UHD Graphics 630;Видеокарта:;1174
8112;8192;Объем оперативной памяти (Мб):;1174
8113;DDR4;Тип оперативной памяти:;1174
8114;Linux OS;Операционная система:;1174
8115;настольный компьютер;Тип:;1174
8116;256;Объем SSD (Гб):;1174
8117;Китай;Страна-производитель:;1174
8118;Intel Core i7;Тип процессора:;1175
8119;NVIDIA GeForce RTX 3070;Видеокарта:;1175
8120;16000;Объем оперативной памяти (Мб):;1175
8121;DDR4;Тип оперативной памяти:;1175
8122;Windows 10 Home;Операционная система:;1175
8123;ПК;Тип:;1175
8124;1024;Объем SSD (Гб):;1175
8125;Польша;Страна-производитель:;1175
8126;Intel Core i3;Тип процессора:;1176
8127;Intel UHD Graphics 630;Видеокарта:;1176
8128;8192;Объем оперативной памяти (Мб):;1176
8129;DDR4;Тип оперативной памяти:;1176
8130;Windows 10 Professional;Операционная система:;1176
8131;настольный компьютер;Тип:;1176
8132;256;Объем SSD (Гб):;1176
